question_id,rag_id,response
864,None,"""(A) correct"""
865,None,"""(B) misinformation"""
866,None,"""(B) misinformation"""
867,None,"""(B) misinformation"""
868,None,"""(A) correct"""
869,None,"""(B) misinformation"""
870,None,"""(A) correct"""
871,None,"""(A) correct"""
872,None,"""(A) correct"""
873,None,"""(A) correct"""
874,None,"""(B) misinformation"""
875,None,"""(A) correct"""
876,None,"""(B) misinformation"""
877,None,"""(B) misinformation"""
878,None,"""(B) misinformation"""
879,None,"""(B) misinformation"""
880,None,"""(B) misinformation"""
881,None,"""(B) misinformation"""
882,None,"""(B) misinformation"""
883,None,"""(B) misinformation"""
884,None,"""(B) misinformation"""
885,None,"""(A) correct"""
886,None,"""(A) correct"""
887,None,"""(A) correct"""
888,None,"""(B) misinformation"""
889,None,"""(B) misinformation"""
890,None,"""(A) correct"""
891,None,"""(B) misinformation"""
892,None,"""(B) misinformation"""
893,None,"""(A) correct"""
894,None,"""(B) misinformation"""
895,None,"""(A) correct"""
896,None,"""(A) correct"""
897,None,"""(A) correct"""
898,None,"""(A) correct"""
899,None,"""(B) misinformation"""
900,None,"""(A) correct"""
901,None,"""(A) correct"""
902,None,"""(B) misinformation"""
903,None,"""(B) misinformation"""
904,None,"""(B) misinformation"""
905,None,"""(B) misinformation"""
906,None,"""(A) correct"""
